,Siruta,Localitate,LT
2093,124634,Tamaseni,25.32873739308056
2067,123013,Icusesti,25.320250749523034
3177,180046,Gura Ialomitei,25.305922662750856
2295,134443,Podenii Noi,25.305909919291853
1016,63937,Borosneu Mare,25.289190267251694
879,56522,Camarasu,25.269872423945046
2826,159785,Baia,25.264299268094337
2607,151344,Zvoristea,25.257944696657038
972,62253,Mihai Viteazu,25.2455438341215
571,39391,Tudora,25.232237007280943
2099,124885,Valea Ursului,25.22875816993464
1621,98257,Movileni,25.223759153783565
1932,114514,Municipiul Sighisoara,25.218945487042
498,34690,Sieu-Magherus,25.216419994414967
2364,138280,Odoreu,25.21402364451692
1636,99101,Siretel,25.157232704402517
567,39168,Oras Stefanesti,25.145845906256287
2631,151870,Municipiul Rosiori De Vede,25.137273901808786
2897,163486,Dragomiresti,25.131179232256283
2973,168755,Boisoara,25.13089005235602
1530,93575,Facaeni,25.115526802218113
2833,160127,Cerna,25.11505588428665
1797,106620,Sarasau,25.0989010989011
580,39872,Vorona,25.081221572449643
1106,68468,Potlogi,25.07822977201609
489,34280,Rebrisoara,25.065547981122183
2478,144713,Jina,25.064886911383017
2921,165185,Padureni,25.056071771867995
1674,100852,Alexeni,25.053191489361705
333,25488,Solont,25.03491620111732
2002,119242,Oras Sarmasu,25.0318819457096
310,23644,Negri,25.011066843736167
1536,93735,Grivita,25.009387908374016
821,53167,Lupac,25.0
958,61452,Comana,25.0
331,25291,Scorteni,24.989890820865345
147,12643,Vinga,24.968855668268375
2308,135315,Starchiojd,24.948096885813147
2385,139330,Vama,24.93281576590027
1446,87175,Municipiul Vulcan,24.91671050324391
569,39266,Todireni,24.90104354084203
2900,163734,Dumesti,24.9009009009009
1572,95471,Oras Targu Frumos,24.895724713242963
1638,99209,Strunga,24.867880211391665
1649,99968,Valea Seaca,24.86366390628156
305,23289,Livezi,24.840764331210192
1740,103764,Ileana,24.830795262267344
306,23350,Luizi-Calugara,24.82235907153008
127,11735,Pilu,24.817961165048544
680,44300,Tufesti,24.81203007518797
2806,159384,Dudestii Noi,24.8069822087949
339,25861,Traian,24.797843665768195
579,39836,Vorniceni,24.775687409551374
2732,155591,Banloc,24.7684252919855
2769,157530,Lovrin,24.762752075919337
2312,135547,Sotrile,24.76117692013756
743,48557,Parscov,24.755338078291814
2565,149183,Izvoarele Sucevei,24.73974280465401
2727,155403,Oras Buzias,24.722662440570524
2760,157086,Oras Gataia,24.71762048192771
1985,118058,Lunca Bradului,24.69295410471881
2272,133018,Draganesti,24.681528662420384
1634,98998,Scobinti,24.669898044459302
2779,158065,Peciu Nou,24.669791222837663
2780,158109,Periam,24.66618111192037
1695,101804,Chirnogi,24.65218866644045
502,34985,Teaca,24.64550979068197
558,38633,Radauti-Prut,24.633123689727462
2949,167240,Rafaila,24.624829467939975
1652,100148,Vladeni,24.61445418808588
2034,120922,Horia,24.612594790636333
3091,177600,Sihlea,24.60591133004926
2271,132896,Drajna,24.59686577333636
1933,114603,Albesti,24.578651685393258
287,21971,Corbasca,24.576479253621407
1799,106684,Oras Baia Sprie,24.575050417747047
141,12340,Simand,24.551074477480128
781,51010,Municipiul Caransebes,24.544196646589615
1515,92961,Borcea,24.53904961774846
2293,134336,Pacureti,24.537607891491987
2994,170514,Ionesti,24.536896447008807
466,33202,Dumitra,24.536479653262703
488,34262,Rebra,24.497607655502392
1623,98337,Plugari,24.49355432780847
1860,109504,Viseu De Jos,24.491748385553695
2463,144116,Axente Sever,24.48216340621404
1520,93101,Ciochina,24.4724025974026
2838,160323,Dorobantu,24.469067405355492
2254,132164,Baba Ana,24.46808510638298
2239,131336,Oras Comarnic,24.462761259935238
87,9627,Oras Nadlac,24.458015267175572
2856,161106,Ostrov,24.435847840103158
1830,108204,Ieud,24.41395082904517
686,44505,Viziru,24.408646003262643
677,44177,Tichilesti,24.390243902439025
3141,179686,Dumitrita,24.381625441696116
95,10006,Birchis,24.32249322493225
2379,139107,Tiream,24.31578947368421
1820,107662,Cicarlau,24.31205673758865
635,42183,Vama Buzaului,24.306049822064058
2518,146628,Municipiul Radauti,24.254188087993565
2566,149227,Oras Liteni,24.24428606537233
2056,122347,Doljesti,24.242424242424242
1666,100610,Municipiul Oltenita,24.234182012752488
2911,164543,Ivesti,24.211968935587024
2952,167277,Cozmesti,24.20306965761511
1631,98774,Ruginoasa,24.164317358034634
2320,135949,Valea Calugareasca,24.150857662160625
2317,135789,Telega,24.144024740446213
1709,102419,Curcani,24.137098720733768
1009,63633,Barcani,24.124513618677042
7,1794,Oras Ocna Mures,24.110198494182068
931,60062,Viisoara,24.074844074844076
2611,151460,Serbauti,24.069097888675625
1571,95391,Municipiul Pascani,24.06776998009846
2862,161286,Smardan,24.044943820224717
325,24766,Racaciuni,24.0311260299054
1380,83632,Municipiul Toplita,24.02407035951242
151,12849,Zerind,24.01673640167364
1121,69447,Varfuri,24.016282225237447
1808,107154,Baiut,23.99161864850707
1597,96940,Dumesti,23.981552651806304
1589,96478,Cotnari,23.95781014565545
1614,97875,Mironeasa,23.94688644688645
1535,93717,Grindu,23.936507936507937
845,54387,Toplet,23.92300641613199
1254,75953,Corod,23.900414937759336
2377,139009,Tarna Mare,23.892660847074037
2894,163253,Danesti,23.876765083440308
3138,179640,Vulcana-Pandele,23.868805362700503
2092,124616,Tazlau,23.864648263579696
282,21668,Buhoci,23.86308068459658
1620,98220,Motca,23.86148007590133
2883,162498,Berezeni,23.860727086533537
2474,144553,Darlos,23.856439127375086
528,36809,Cotusca,23.840596597529714
945,60801,Oras Harsova,23.834437856063246
964,61808,Garliciu,23.82075471698113
1274,76745,Movileni,23.80080556572684
2920,165130,Osesti,23.799405014874626
2946,167179,Zorleni,23.774029030992548
2283,133688,Gura Vadului,23.771428571428572
2074,123479,Piatra Soimului,23.75819373634377
1609,97606,Lespezi,23.757497857754927
969,62057,Lipnita,23.731587561374795
1580,96003,Ungheni,23.729305837932035
2560,148916,Gramesti,23.71475953565506
1941,115183,Apold,23.713826366559484
2912,164598,Laza,23.701423624470948
2069,123175,Margineni,23.678006062647356
2523,146860,Arbore,23.664383561643838
1545,94107,Munteni-Buzau,23.654339069937752
320,24338,Parjol,23.637417858523385
130,11940,Secusigiu,23.607038123167158
281,21597,Brusturoasa,23.59128474830954
1640,99370,Sipote,23.568507157464214
1865,110063,Municipiul Orsova,23.553719008264462
3063,175670,Campuri,23.533378287255562
1945,115520,Batos,23.527662105889352
2609,151442,Iaslovat,23.51822503961965
2601,151022,Veresti,23.51485148514851
2356,137764,Halmeu,23.510664378524147
1812,107314,Barsana,23.507561687450252
3007,171539,Muereasca,23.494860499265783
2527,147036,Bilca,23.49165596919127
431,31379,Sinteu,23.473684210526315
1076,66768,Contesti,23.46999405822935
782,51056,Oras Moldova Noua,23.42961944062357
1273,76718,Mastacani,23.415361670395228
1801,106782,Oras Cavnic,23.410335794236723
149,12778,Zabrani,23.40890467085496
889,57350,Cojocna,23.389524382901865
2499,145667,Seica Mare,23.382272974442632
2935,166315,Tatarani,23.37579617834395
1840,108552,Remeti,23.328209069946197
2554,148612,Oras Frasin,23.32459752901535
2020,120254,Vanatori,23.311132254995243
2824,159730,Oras Macin,23.25212464589235
2524,146904,Baia,23.234335385729807
2752,156623,Darova,23.233794610342315
1688,101458,Oras Budesti,23.229461756373937
1647,99879,Tiganasi,23.208191126279864
2586,150196,Satu Mare,23.20567375886525
3110,178821,Vulturu,23.205294202273056
1997,118824,Pogaceaua,23.1962238705327
2240,131407,Oras Mizil,23.189697067876235
1784,105712,Valea Argovei,23.18840579710145
2890,163002,Codaesti,23.164335664335663
2343,137185,Botiz,23.14493211240922
537,37324,Frumusica,23.138012449023396
2891,163057,Coroiesti,23.135755258126196
2530,147134,Bosanci,23.118921685719158
2331,136599,Oras Negresti-Oas,23.106824071408006
2046,121732,Borlesti,23.104265402843602
2047,121796,Botesti,23.078782020299663
1278,76969,Pechea,23.07607860357888
1548,94223,Perisoru,23.012851023322227
285,21855,Cleja,23.010948905109487
540,37547,Havarna,23.008107352530054
1749,104181,Manastirea,22.980927713680245
503,35054,Telciu,22.967101179391683
2847,160680,Luncavita,22.955974842767297
2834,160172,Chilia Veche,22.934648581997532
2832,160092,Ceamurlia De Jos,22.93120638085743
646,42708,Chiscani,22.925430210325047
2468,144349,Brateiu,22.923700202565833
2225,130552,Barcanesti,22.916122288999215
1963,116493,Danes,22.911694510739856
3112,178894,Ploscuteni,22.905027932960895
3147,179748,Cosoba,22.899353647276087
900,58142,Iclod,22.894959166431992
105,10514,Covasint,22.889842632331902
1129,70316,Municipiul Bailesti,22.88730085884744
561,38811,Roma,22.870967741935484
2567,149290,Marginea,22.86417438181179
595,40465,Oras Victoria,22.85260574563303
1267,76558,Grivita,22.8377065111759
1849,108892,Oras Salistea De Sus,22.83464566929134
590,40278,Municipiul Fagaras,22.831755843152404
132,12037,Semlac,22.81998226426249
572,39417,Ungureni,22.807707432166733
2850,160831,Mihai Bravu,22.804532577903682
2506,145961,Valea Viilor,22.789676002196597
2296,134559,Poienarii Burchii,22.785138997142116
1575,95667,Andrieseni,22.782826700094013
986,62903,Seimeni,22.759022118742724
2453,143682,Oras Agnita,22.756610451800956
2602,151077,Vicovu De Jos,22.75529865125241
367,27383,Batar,22.74801825606534
1937,114925,Municipiul Tarnaveni,22.738339619038523
1509,92701,Municipiul Fetesti,22.722342733188718
2487,145104,Mosna,22.720946416144745
1796,106559,Municipiul Sighetu Marmatiei,22.71323488123982
2818,159507,Pesac,22.702407002188185
2498,145603,Slimnic,22.699197035206918
347,26346,Gioseni,22.6888122845503
2307,135244,Sangeru,22.664359861591695
953,61210,Chirnogeni,22.658959537572255
2902,163832,Falciu,22.625891009427455
2787,158528,Satchinez,22.622869844406026
2051,122061,Candesti,22.572022572022572
597,40526,Apata,22.54740313272877
2470,144410,Bruiu,22.506738544474395
973,62280,Mircea Voda,22.502472799208704
2792,158733,Sanpetru Mare,22.492836676217763
2491,145275,Poiana Sibiului,22.48587570621469
1587,96370,Comarna,22.480211081794195
1570,95355,Oras Harlau,22.476724066902857
142,12368,Siria,22.463869790935878
2621,151567,Ciprian Porumbescu,22.46246246246246
2158,127493,Maruntei,22.41860465116279
311,23715,Nicolae Balcescu,22.418593390630676
1980,117667,Iclanzel,22.416918429003022
2617,151521,Burla,22.40762812872467
2603,151095,Oras Vicovu De Sus,22.366581695584244
2854,161035,Niculitel,22.3538917317533
1578,95872,Belcesti,22.344366113036205
2001,119206,Saschiz,22.340425531914892
2820,159525,Otelec,22.332670642809806
2918,164981,Oras Murgeni,22.330960854092528
2261,132459,Calugareni,22.330097087378643
996,63198,Amzacea,22.32758620689655
1639,99290,Scheia,22.318481848184817
1629,98685,Raducaneni,22.305367678802707
2809,159419,Gottlob,22.302158273381295
670,43812,Rosiori,22.287677957781053
2381,139170,Turt,22.28615863141524
2745,156277,Cenei,22.24394057857701
602,40704,Bunesti,22.201317027281277
776,50790,Municipiul Resita,22.1830045139426
779,50969,Oras Bocsa,22.150207136175332
2082,124028,Rediu,22.139879573876794
3073,176445,Homocea,22.124641107920958
2471,144456,Chirpar,22.119815668202765
2954,167295,Feresti,22.06148282097649
1939,115076,Adamus,22.059486255069853
1376,83464,Oras Balan,22.056252979501036
2336,136848,Oras Ardud,22.047513245599042
1741,103862,Ion Roata,22.045293701344658
1722,102945,Frumusani,22.038860793186053
1549,94269,Reviga,22.009345794392523
2768,157497,Liebling,22.005988023952096
1675,100870,Armasesti,22.004608294930875
1598,97009,Erbiceni,21.998187584956955
2955,167302,Muntenii De Sus,21.994134897360702
319,24276,Pargaresti,21.99213630406291
2386,139358,Vetis,21.963245181532944
957,61372,Cogealac,21.94513715710723
279,21506,Blagesti,21.939393939393938
1250,75766,Brahasesti,21.875475719287564
2262,132486,Carbunesti,21.865889212827987
1389,84148,Corbu,21.86411149825784
1517,93021,Bucu,21.804878048780488
2477,144651,Iacobeni,21.791167973586465
2845,160617,Jijila,21.76418439716312
904,58357,Maguri-Racatau,21.74145299145299
40,5309,Lunca Muresului,21.73702086365842
475,33603,Lunca Ilvei,21.724648408586233
2763,157273,Giera,21.71280276816609
956,61318,Cobadin,21.69657422512235
300,22898,Helegiu,21.65236851920925
981,62707,Pestera,21.649122807017545
1582,96110,Butea,21.614657887202977
2800,159142,Uivar,21.6
2859,161179,Sarichioi,21.57676348547718
2861,161259,Slava Cercheza,21.53685311029796
2899,163681,Duda-Epureni,21.53014789533561
2764,157317,Giulvaz,21.527213647441105
1014,63866,Belin,21.52650822669104
2456,143806,Oras Dumbraveni,21.508464328899638
1662,100362,Ciohorani,21.49532710280374
2815,159473,Tomnatic,21.494102228047183
2795,158859,Teremia Mare,21.476152411404207
649,42824,Baraganul,21.388216303470543
1845,108696,Ruscova,21.372819100091828
2268,132752,Colceag,21.315436241610737
1753,104323,Nana,21.286031042128602
783,51118,Oras Oravita,21.242580892207545
1670,100736,Manasia,21.202447459430697
2449,143520,Rasinari,21.179138321995463
1779,105455,Tamadau Mare,21.131879543094495
1653,100219,Voinesti,21.125510385229894
1419,85877,Subcetate,21.110349554489378
2561,148970,Granicesti,21.091478416461644
1946,115575,Bagaciu,21.037181996086105
2555,148667,Fratautii Noi,20.980565371024735
2367,138501,Petresti,20.95881991395206
3143,179702,Traian,20.944309927360774
2086,124206,Sabaoani,20.93634928984745
1951,115824,Bogata,20.913302448709466
2829,159945,Carcaliu,20.86851628468034
2479,144731,Laslea,20.850015398829687
1656,100308,Draguseni,20.804794520547944
513,35946,Oras Darabani,20.79477408818726
1659,100335,Rachiteni,20.77151335311573
280,21560,Bogdanesti,20.70191026210573
1803,106979,Oras Viseu De Sus,20.691065221836023
308,23449,Manastirea Casin,20.69043833749716
1729,103283,Garbovi,20.6568144499179
903,58311,Luna,20.65274151436031
1813,107350,Bocicoiu Mare,20.62330623306233
2321,136107,Valea Doftanei,20.60348019252129
3154,179819,Ograda,20.599571734475376
1683,101190,Oras Bolintin-Vale,20.56520908917319
1599,97063,Focuri,20.469798657718123
2452,143646,Tarnava,20.461783439490446
1679,101056,Barcanesti,20.453686200378073
2873,161829,Municipiul Husi,20.42929209667315
2495,145408,Rosia,20.42076377772696
2866,161464,Turcoaia,20.41431261770245
925,59693,Tritenii De Jos,20.3551550490326
2311,135501,Soimari,20.327593448131037
112,10916,Graniceri,20.3240058910162
84,9495,Oras Curtici,20.31849850703825
467,33248,Feldru,20.294307891332473
2278,133394,Fulga,20.24228214146151
2548,148293,Dornesti,20.225603357817416
119,11398,Macea,20.179296346414073
1413,85582,Secuieni,20.173160173160174
2061,122668,Gheraesti,20.166204986149587
2344,137229,Calinesti-Oas,20.146163215590743
2805,159375,Checea,20.09512485136742
1743,103960,Jilavele,20.059106021425933
1026,64390,Haghig,20.05681818181818
576,39694,Varfu Campului,20.010332357499568
2817,159491,Livezile,19.9851411589896
1396,84460,Galautas,19.9700449326011
2486,145042,Mihaileni,19.9203187250996
644,42498,Augustin,19.910514541387027
2743,156213,Carpinis,19.876051350154935
2464,144152,Bazna,19.829003617231177
2109,125150,Gadinti,19.743968488429346
661,43411,Oras Insuratei,19.70044052863436
2728,155458,Oras Deta,19.64928761546892
2015,119974,Valea Larga,19.614921780986762
1605,97438,Halaucesti,19.539987339101074
298,22781,Garleni,19.50491573033708
1579,95943,Bivolari,19.457013574660635
134,12091,Oras Santana,19.408983451536642
2808,159400,Ghilad,19.326241134751772
2559,148872,Galanesti,19.291819291819294
2840,160430,Greci,19.250585480093676
2455,143771,Oras Copsa Mica,19.1831414295025
312,23797,Oituz,19.1358024691358
2910,164393,Ivanesti,19.034931912374187
2706,154754,Trivalea-Mosteni,18.94164193867458
2004,119386,Sanger,18.88341543513957
2767,157451,Lenauheim,18.732890105592492
1821,107715,Campulung La Tisa,18.7015503875969
1682,101163,Bolintin-Deal,18.69158878504673
2022,120343,Zagar,18.514851485148515
266,20778,Oras Buhusi,18.447211468033903
2729,155494,Oras Jimbolia,18.429167422456015
2345,137274,Camarzana,18.314833501513622
2483,144928,Oras Miercurea Sibiului,18.276490497266337
2023,120370,Zau De Campie,18.181818181818183
1518,93067,Oras Cazanesti,18.10829817158931
1990,118469,Nades,18.091361374943464
2348,137407,Certeze,18.075448860197703
1643,99539,Todiresti,18.046097433211106
2938,166636,Valeni,18.02744824377762
1989,118370,Mihesu De Campie,17.815482502651115
1516,92989,Bordusani,17.65454082930552
1000,63300,Cuza Voda,17.51870324189526
1588,96423,Costuleni,17.500397014451327
1800,106746,Oras Borsa,17.362608920714347
1676,100923,Axintele,17.310924369747898
2556,148694,Fratautii Vechi,17.27211945620682
2355,137746,Gherta Mica,17.137809187279153
2538,147633,Oras Cajvana,17.02372393961179
2019,120218,Viisoara,16.830294530154276
1422,86133,Tulghes,16.781345565749238
624,41701,Racos,16.686251468860164
1645,99673,Tibana,16.64080013795482
983,62798,Rasova,16.592236344898662
2744,156259,Cenad,16.50711513583441
1510,92765,Oras Tandarei,15.5654217811439
1627,98603,Prisacani,15.50131926121372
2340,137069,Bixad,15.278887645836663
2380,139143,Tarsolt,14.946193702670389
534,37173,Draguseni,14.869240348692403
2875,161945,Municipiul Vaslui,14.350331647731004
658,43279,Gradistea,13.182346109175377
1625,98435,Popesti,12.105263157894736
560,38731,Ripiceni,11.901234567901236
3179,180064,Barbulesti,11.39858432999756
2507,145998,Vurpar,10.882070949185044
1633,98916,Scanteia,10.319894829097283
1619,98202,Mosna,7.723035952063914
1602,97241,Grajduri,7.71376591873863
